subject,predicate,object
Beans_kidney_light_red_canned_sodium_added_sugar_added_drained_and_rinsed,contraindicatedFor,Hypertension__Pulmonary
Nuts_almonds_whole_raw,recommendedFor,Heart_Diseases
Plantains_underripe_raw,recommendedFor,Muscle_Cramp
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Acrodermatitis
Snow_crab_legs_only_frozen__,predictedFor,Hypokalemia
Beans_kidney_light_red_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Kidney_Diseases__Cystic
Lentils_dry,recommendedFor,Diabetic_Cardiomyopathies
Nuts_cashew_nuts_raw,contraindicatedFor,Liver_Diseases
Beans_navy_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Kidney_Failure__Chronic
Nuts_brazilnuts_raw,recommendedFor,Vasospasm__Intracranial
Soy_milk_sweetened_plain_refrigerated,predictedFor,Muscular_Diseases
Beans_black_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Nephrotic_Syndrome
Pawpaw_peeled_seeded_raw,contraindicatedFor,Metabolic_Syndrome
Nuts_pistachio_nuts_raw,recommendedFor,Urinary_Bladder_Diseases
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Splenic_Diseases
Egg_yolk_raw_frozen_pasteurized,predictedFor,Tachycardia__Ectopic_Atrial
Kidney_Diseases,22-rdf-syntax-ns#type,Disease
Cheese_oaxaca_solid,contraindicatedFor,Heart_Failure
Juice_prune_shelfstable,contraindicatedFor,Obesity
Beans_Dry_Brown_0_moisture,recommendedFor,Inflammation
Salt_table_iodized,contraindicatedFor,Osteoporosis__Postmenopausal
Peanut_butter_creamy,recommendedFor,Tachycardia
Farro_pearled_dry_raw,recommendedFor,Rhabdomyolysis
Beef_top_sirloin_steak_raw,contraindicatedFor,Anemia__Hypochromic
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Drug_Overdose
Tomatoes_canned_red_ripe_diced,recommendedFor,Hypotension
Cream_heavy,contraindicatedFor,Obesity
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Pain
Cheese_oaxaca_solid,recommendedFor,Cholestasis__Extrahepatic
Cheese_parmesan_grated,contraindicatedFor,Fatty_Liver
Soy_milk_unsweetened_plain_shelf_stable,predictedFor,Pain
Arteriosclerosis,22-rdf-syntax-ns#type,Disease
Egg_white_dried,recommendedFor,Pain
Beans_Dry_Great_Northern_0_moisture,contraindicatedFor,Anemia__Hypochromic
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,contraindicatedFor,Kidney_Diseases
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Ventricular_Dysfunction__Left
Avocado_Hass_peeled_raw,contraindicatedFor,Kidney_Diseases__Cystic
Fish_tilapia_farm_raised_raw,22-rdf-syntax-ns#type,Food
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Prostatic_Neoplasms
Tomatoes_crushed_canned,contraindicatedFor,Hypertension__Renal
Crustaceans_shrimp_farm_raised_raw,contraindicatedFor,Hypertension__Portal
Flour_oat_whole_grain,highIn,Iron
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Dysgeusia
Nuts_walnuts_English_halves_raw,recommendedFor,Bone_Diseases
Tomatoes_crushed_canned,contraindicatedFor,Osteoporosis
Brussels_sprouts_raw,predictedFor,Seizures
Beans_Dry_Cranberry_0_moisture,recommendedFor,Substance_Withdrawal_Syndrome
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Prostatic_Neoplasms
Yogurt_Greek_plain_whole_milk,recommendedFor,Sinus_Arrest__Cardiac
Farro_pearled_dry_raw,contraindicatedFor,Crohn_Disease
Bread_wholewheat_commercially_prepared,contraindicatedFor,Colonic_Neoplasms
Nuts_pistachio_nuts_raw,22-rdf-syntax-ns#type,Food
Beans_Dry_Small_Red_0_moisture,contraindicatedFor,Renal_Insufficiency
Einkorn_grain_dry_raw,recommendedFor,Muscle_Cramp
Oil_soybean,contraindicatedFor,Arteriosclerosis
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Inflammation
Beans_cannellini_dry,recommendedFor,Craniofacial_Abnormalities
Hepatolenticular_Degeneration,22-rdf-syntax-ns#type,Disease
Egg_yolk_raw_frozen_pasteurized,predictedFor,Fasciculation
Chia_seeds_dry_raw,recommendedFor,Hyperplasia
Lobster_tail_only_frozen_wild_caught,recommendedFor,Ventricular_Fibrillation
Sausage_pork_chorizo_link_or_ground_cooked_panfried,predictedFor,Neural_Tube_Defects
Flour_soy_defatted,recommendedFor,Cell_Transformation__Neoplastic
Lamb_ground_raw,recommendedFor,Weight_Loss
Beans_cannellini_dry,recommendedFor,Protein_Deficiency
Muscle_Cramp,22-rdf-syntax-ns#type,Disease
Beans_Dry_Black_0_moisture,recommendedFor,Carcinoma__Squamous_Cell
Restaurant_Latino_tamale_pork,recommendedFor,Nerve_Compression_Syndromes
Egg_yolk_dried,recommendedFor,Reperfusion_Injury
Flour_amaranth,recommendedFor,Paralysis
Beans_Dry_Tan_0_moisture,recommendedFor,Heart_Failure
Flour_semolina_fine,recommendedFor,Autistic_Disorder
Egg_yolk_dried,predictedFor,Hyperalgesia
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Splenic_Diseases
Flour_amaranth,recommendedFor,Asthma
Nuts_cashew_nuts_raw,recommendedFor,Leukemia
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,contraindicatedFor,Gout
Bread_wholewheat_commercially_prepared,contraindicatedFor,Hypertension__Pulmonary
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Cardiotoxicity
Parsnips_raw,predictedFor,Fasciculation
Flour_oat_whole_grain,highIn,Carbohydrate
Nuts_brazilnuts_raw,highIn,Fiber
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Heart_Failure
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Liver_Cirrhosis
Mango_Ataulfo_peeled_raw,contraindicatedFor,Hyperglycemia
Flour_buckwheat,predictedFor,Prenatal_Injuries
Bread_wholewheat_commercially_prepared,recommendedFor,Kidney_Diseases__Cystic
Cheese_swiss,predictedFor,Lung_Injury
Beans_Dry_Navy_0_moisture,recommendedFor,Multiple_Myeloma
Egg_yolk_dried,recommendedFor,Dysgeusia
Beef_chuck_roast_boneless_choice_raw,recommendedFor,Edema
Flour_corn_yellow_fine_meal_enriched,contraindicatedFor,Colorectal_Neoplasms
Beans_cannellini_dry,recommendedFor,Tachycardia__Supraventricular
Peanut_butter_creamy,recommendedFor,Vasospasm__Intracranial
Peanuts_raw,recommendedFor,Splenic_Diseases
Beans_Dry_Pinto_0_moisture,recommendedFor,Substance_Withdrawal_Syndrome
Beans_Dry_Brown_0_moisture,contraindicatedFor,Hepatic_Encephalopathy
Parsnips_raw,22-rdf-syntax-ns#type,Food
Nuts_brazilnuts_raw,recommendedFor,Parasomnias
Chicken_breast_meat_and_skin_raw,contraindicatedFor,Kidney_Diseases
highIn,rdf-schema#domain,Food
Egg_whole_raw_frozen_pasteurized,contraindicatedFor,Pre_Eclampsia
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Prenatal_Injuries
Cheese_queso_fresco_solid,contraindicatedFor,Nephrocalcinosis
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Tachycardia__Supraventricular
Potassium,treats,Heart_Diseases
Flaxseed_ground,recommendedFor,Nerve_Compression_Syndromes
Nuts_brazilnuts_raw,recommendedFor,Peptic_Ulcer
Flour_semolina_fine,highIn,Magnesium
Chickpeas_garbanzo_beans_bengal_gram_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Osteoporosis
Tomato_juice_with_added_ingredients_from_concentrate_shelf_stable,contraindicatedFor,Renal_Insufficiency__Chronic
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Weight_Gain
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Cerebrovascular_Disorders
Cheese_monterey_jack_solid,recommendedFor,Neural_Tube_Defects
Farro_pearled_dry_raw,recommendedFor,Tachycardia__Supraventricular
Egg_yolk_raw_frozen_pasteurized,contraindicatedFor,Hyperlipidemias
Cheese_feta_whole_milk_crumbled,highIn,Fat
Yogurt_plain_nonfat,recommendedFor,Nerve_Compression_Syndromes
Flour_quinoa,recommendedFor,Multiple_Myeloma
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Movement_Disorders
Cheese_parmesan_grated_refrigerated,contraindicatedFor,Osteoporosis__Postmenopausal
Flour_soy_fullfat,recommendedFor,Splenic_Diseases
Cheese_oaxaca_solid,recommendedFor,Hepatomegaly
Potassium,treats,Acute_Kidney_Injury
Flour_buckwheat,predictedFor,Teratozoospermia
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Hyperlipidemias
Cheese_oaxaca_solid,recommendedFor,Polyradiculopathy
Salt_table_iodized,contraindicatedFor,Heart_Failure
Brussels_sprouts_raw,predictedFor,Pain
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,highIn,Zinc
contraindicatedFor,rdf-schema#domain,Food
Butter_stick_salted,highIn,Saturated_Fat
Pork_loin_tenderloin_boneless_raw,recommendedFor,Arthralgia
Apples_red_delicious_with_skin_raw,contraindicatedFor,Diabetic_Ketoacidosis
Sausage_pork_chorizo_link_or_ground_cooked_panfried,highIn,Iron
Sorghum_whole_grain_white_dry_raw,recommendedFor,Autistic_Disorder
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Cholestasis__Extrahepatic
Almond_butter_creamy,recommendedFor,Esophageal_Neoplasms
Parsnips_raw,contraindicatedFor,Diarrhea
Nuts_pecans_halves_raw,predictedFor,Muscular_Diseases
Iron,worsensWith,Colonic_Neoplasms
Cheese_dry_white_queso_seco,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Sorghum_whole_grain_white_dry_raw,predictedFor,Multiple_Myeloma
Flour_cassava,contraindicatedFor,Intestinal_Diseases
Mango_Tommy_Atkins_peeled_raw,contraindicatedFor,Hyperglycemia
Flour_potato,predictedFor,Polycystic_Ovary_Syndrome
Cheese_cottage_lowfat_2_milkfat,contraindicatedFor,Renal_Insufficiency__Chronic
Cheese_feta_whole_milk_crumbled,highIn,Calcium
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,recommendedFor,Multiple_Myeloma
Nuts_almonds_whole_raw,contraindicatedFor,Cardiovascular_Diseases
Peanut_butter_creamy,recommendedFor,Disease_Models__Animal
Beans_Dry_Carioca_0_moisture,contraindicatedFor,Hepatic_Encephalopathy
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,contraindicatedFor,Hypertension__Portal
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,contraindicatedFor,Cardiovascular_Diseases
Bananas_ripe_and_slightly_ripe_raw,contraindicatedFor,Weight_Gain
Bananas_ripe_and_slightly_ripe_raw,contraindicatedFor,Fatty_Liver
Kale_frozen_cooked_boiled_drained_without_salt,recommendedFor,Weight_Gain
Corn_flour_masa_harina_white_or_yellow_dry_raw,predictedFor,Disease_Susceptibility
Mushroom_maitake,recommendedFor,Reperfusion_Injury
Spinach_baby,recommendedFor,Cerebrovascular_Disorders
Arugula_baby_raw,recommendedFor,Nerve_Degeneration
Cheese_cotija_solid,recommendedFor,Hyperplasia
Cheese_monterey_jack_solid,contraindicatedFor,Hyperparathyroidism__Secondary
Olives_green_Manzanilla_stuffed_with_pimiento,recommendedFor,Rickets
Cheese_dry_white_queso_seco,recommendedFor,Paranoid_Disorders
Milk_reduced_fat_fluid_2_milkfat_with_added_vitamin_A_and_vitamin_D,recommendedFor,Pulpitis
Rice_black_unenriched_raw,recommendedFor,Ventricular_Fibrillation
Flour_spelt_whole_grain,recommendedFor,Testicular_Diseases
Nuts_pecans_halves_raw,recommendedFor,Hyperemia
Cheese_pasteurized_process_American_vitamin_D_fortified,contraindicatedFor,Nephrolithiasis
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Substance_Withdrawal_Syndrome
Corn_flour_masa_harina_white_or_yellow_dry_raw,highIn,Calcium
Rice_red_unenriched_dry_raw,highInPredicted,Potassium
Cheese_queso_fresco_solid,contraindicatedFor,Renal_Insufficiency
Cheese_provolone_sliced,recommendedFor,Dysgeusia
Cream_cheese_full_fat_block,contraindicatedFor,Myocardial_Infarction
Seeds_pumpkin_seeds_pepitas_raw,highIn,Magnesium
Apples_fuji_with_skin_raw,contraindicatedFor,Insulin_Resistance
Beans_Dry_Medium_Red_0_moisture,contraindicatedFor,Diarrhea
Sorghum_flour_white_pearled_unenriched_dry_raw,recommendedFor,Coronary_Vasospasm
Nuts_macadamia_nuts_raw,contraindicatedFor,Kidney_Calculi
Cheese_cheddar,contraindicatedFor,Insulin_Resistance
Snow_crab_legs_only_frozen__,contraindicatedFor,Anemia__Hypochromic
Flour_rye,recommendedFor,Arthralgia
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Diabetic_Cardiomyopathies
Lentils_dry,recommendedFor,Multiple_Myeloma
Yogurt_Greek_plain_nonfat,recommendedFor,Periodontitis
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Sugars_granulated,contraindicatedFor,Diabetic_Ketoacidosis
Beans_Dry_Great_Northern_0_moisture,contraindicatedFor,Kidney_Calculi
Bread_white_commercially_prepared,contraindicatedFor,Heart_Failure
Cream_cheese_full_fat_block,contraindicatedFor,Kidney_Failure__Chronic
Oats_whole_grain_rolled_old_fashioned,highInPredicted,Vitamin_B6
Beans_Dry_Black_0_moisture,recommendedFor,Periodontitis
Sauce_salsa_readytoserve,contraindicatedFor,Cardiovascular_Diseases
Beef_flank_steak_boneless_choice_raw,recommendedFor,Melanoma
Parasomnias,22-rdf-syntax-ns#type,Disease
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,contraindicatedFor,Hepatic_Encephalopathy
Beans_kidney_dark_red_canned_sodium_added_sugar_added_drained_and_rinsed,contraindicatedFor,Hypertension__Portal
Flour_buckwheat,recommendedFor,Hypokalemia
Plantains_ripe_raw,recommendedFor,Heart_Failure
Beans_Dry_Small_Red_0_moisture,recommendedFor,Cardiomyopathies
Beans_Dry_Navy_0_moisture,recommendedFor,Tremor
Tomato_sauce_canned_with_salt_added,contraindicatedFor,Kidney_Diseases
Nuts_almonds_whole_raw,recommendedFor,Hypotension
Flour_buckwheat,highIn,Potassium
Cheese_swiss,recommendedFor,Glioma
Yogurt_Greek_plain_nonfat,recommendedFor,Hypertension
Nuts_cashew_nuts_raw,recommendedFor,Prenatal_Injuries
Buckwheat_whole_grain,recommendedFor,Cholestasis
Flaxseed_ground,highIn,Carbohydrate
Beeftenderloin_steak_raw,recommendedFor,Hyperemia
Yogurt_Greek_plain_nonfat,recommendedFor,Rickets
Cheese_American_restaurant,contraindicatedFor,Stroke
Beans_Dry_Medium_Red_0_moisture,contraindicatedFor,Colorectal_Neoplasms
Tomato_juice_with_added_ingredients_from_concentrate_shelf_stable,recommendedFor,Acute_Kidney_Injury
Einkorn_grain_dry_raw,recommendedFor,Esophageal_Neoplasms
Nuts_walnuts_English_halves_raw,recommendedFor,Dysgeusia
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Melanoma
Beef_top_sirloin_steak_raw,recommendedFor,Asthma
Beans_cannellini_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Cardiovascular_Diseases
Nuts_almonds_whole_raw,contraindicatedFor,Hepatolenticular_Degeneration
Beans_Dry_Black_0_moisture,recommendedFor,Rickets
Restaurant_Latino_tamale_pork,recommendedFor,Neoplasms
Cauliflower_raw,highIn,Folate
Flour_soy_defatted,recommendedFor,Hyperplasia
Apples_honeycrisp_with_skin_raw,highIn,Sugar
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Paralysis
Nuts_cashew_nuts_raw,recommendedFor,Cerebrovascular_Disorders
Flaxseed_ground,recommendedFor,Hypomagnesemia_primary
Beans_Dry_Red_0_moisture,recommendedFor,Heart_Defects__Congenital
Nuts_pistachio_nuts_raw,predictedFor,Edema
Collards_raw,recommendedFor,Movement_Disorders
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Asthma
Beans_Dry_Cranberry_0_moisture,contraindicatedFor,Diarrhea
Bread_wholewheat_commercially_prepared,recommendedFor,Developmental_Disabilities
Cheese_ricotta_whole_milk,recommendedFor,Pulpitis
Tomatoes_whole_canned_solids_and_liquids_with_salt_added,recommendedFor,Arrhythmias__Cardiac
Sorghum_flour_white_pearled_unenriched_dry_raw,recommendedFor,Seizures
Flour_soy_fullfat,recommendedFor,Autistic_Disorder
Mushroom_crimini,recommendedFor,Heart_Diseases
Cheese_swiss,recommendedFor,Craniofacial_Abnormalities
Cheese_cottage_lowfat_2_milkfat,recommendedFor,Acute_Kidney_Injury
Flour_chestnut,recommendedFor,Autistic_Disorder
Flour_quinoa,recommendedFor,Tremor
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Hypocalcemia
Egg_yolk_dried,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Buckwheat_whole_grain,recommendedFor,Rhabdomyolysis
Cheese_parmesan_grated_refrigerated,contraindicatedFor,Heart_Failure
Beef_flank_steak_boneless_choice_raw,recommendedFor,Inflammation
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Alzheimer_Disease
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Hepatomegaly
Egg_whole_raw_frozen_pasteurized,highIn,Fat
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,predictedFor,Atrial_Fibrillation
Sweet_potatoes_orange_flesh_without_skin_raw,contraindicatedFor,Hyperkalemia
Beans_navy_canned_sodium_added_drained_and_rinsed,recommendedFor,Arrhythmias__Cardiac
Seeds_sunflower_seed_kernel_raw,recommendedFor,Hyperemia
Cheese_swiss,recommendedFor,Protein_Deficiency
Crustaceans_shrimp_farm_raised_raw,contraindicatedFor,Nephrotic_Syndrome
Applesauce_unsweetened_with_added_vitamin_C,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Nuts_cashew_nuts_raw,recommendedFor,Teratozoospermia
Cheese_parmesan_grated_refrigerated,recommendedFor,Cholestasis__Extrahepatic
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,predictedFor,Developmental_Disabilities
Beans_Dry_Light_Red_Kidney_0_moisture,contraindicatedFor,Renal_Insufficiency
Sorghum_whole_grain_white_dry_raw,predictedFor,Tremor
Spinach_baby,contraindicatedFor,Hyperkalemia
Flour_soy_fullfat,contraindicatedFor,Hepatic_Encephalopathy
Sausage_turkey_breakfast_links_mild_raw,contraindicatedFor,Nephrolithiasis
Egg_yolk_dried,recommendedFor,Paranoid_Disorders
Peanut_butter_creamy,contraindicatedFor,Kidney_Diseases
Chickpeas_garbanzo_beans_bengal_gram_dry,contraindicatedFor,Anemia
Wild_rice_dry_raw,highIn,Vitamin_B6
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Melanoma
Potatoes_russet_without_skin_raw,recommendedFor,Rhabdomyolysis
Collards_raw,recommendedFor,Diabetic_Ketoacidosis
Hummus_commercial,recommendedFor,Anemia
Flour_sorghum,contraindicatedFor,Renal_Insufficiency
Flaxseed_ground,recommendedFor,Neoplasms
Plantains_overripe_raw,recommendedFor,Arthralgia
Beans_Dry_Cranberry_0_moisture,contraindicatedFor,Colorectal_Neoplasms
Cheese_dry_white_queso_seco,recommendedFor,Vitamin_D_Deficiency
Tomato_puree_canned,recommendedFor,Arthralgia
Flour_amaranth,recommendedFor,Migraine_Disorders
Nuts_pistachio_nuts_raw,contraindicatedFor,Hemochromatosis
Fonio_grain_dry_raw,contraindicatedFor,Hepatolenticular_Degeneration
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Hypomagnesemia_primary
Nuts_pine_nuts_raw,recommendedFor,Cholestasis
Corn_flour_masa_harina_white_or_yellow_dry_raw,predictedFor,Weight_Loss
Sweet_potatoes_orange_flesh_without_skin_raw,contraindicatedFor,Acute_Kidney_Injury
Yogurt_plain_nonfat,recommendedFor,Neoplasms
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Hyperlipidemias
Yogurt_Greek_strawberry_nonfat,recommendedFor,Acute_Kidney_Injury
Cookies_oatmeal_soft_with_raisins,contraindicatedFor,Heart_Diseases
Sausage_breakfast_sausage_beef_precooked_unprepared,recommendedFor,Tachycardia
Beans_Dry_Pinto_0_moisture,contraindicatedFor,Diarrhea
Squash_pie_pumpkin_peeled_seeded_raw,recommendedFor,Paralysis
Spinach_baby,contraindicatedFor,Acute_Kidney_Injury
Beef_round_top_round_boneless_choice_raw,recommendedFor,Cholestasis__Extrahepatic
Frankfurter_beef_unheated,contraindicatedFor,Cardiovascular_Diseases
Lentils_dry,recommendedFor,Tremor
Flour_almond,recommendedFor,Insulin_Resistance
Beans_Dry_Red_0_moisture,recommendedFor,Muscle_Cramp
Cheese_swiss,recommendedFor,Movement_Disorders
Parsnips_raw,contraindicatedFor,Gastrointestinal_Diseases
Seeds_pumpkin_seeds_pepitas_raw,contraindicatedFor,Nephrotic_Syndrome
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Urinary_Bladder_Diseases
Snow_crab_legs_only_frozen__,contraindicatedFor,Edema
Beans_Dry_Red_0_moisture,recommendedFor,Hypocalcemia
Khorasan_grain_dry_raw,recommendedFor,Cholestasis__Extrahepatic
Cheese_oaxaca_solid,contraindicatedFor,Stroke
Mushroom_pioppini,highIn,Potassium
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Long_QT_Syndrome
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Inflammation
Calcium,treats,Weight_Gain
Cheese_provolone_sliced,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Nuts_pine_nuts_raw,recommendedFor,Rhabdomyolysis
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,contraindicatedFor,Colonic_Neoplasms
Mushroom_maitake,predictedFor,Movement_Disorders
Pork_loin_tenderloin_boneless_raw,recommendedFor,Water_Electrolyte_Imbalance
